	isTF_expressed	isTF_expressionRegulons	isTF_TFBSRegulons	isTF_finalRegulons	DividingGMCs-2	EarlyGCs-3	EarlyGMCs-1	Intercells-7	LateGCs-4	SCs-6	SMCs-5	Stage0to2-0
BdiBd21-3.4G0353900	0	0	0	0								
BdiBd21-3.4G0356300	0	0	0	0								
BdiBd21-3.4G0361400	0	0	0	0								
BdiBd21-3.4G0365000	0	0	0	0								
BdiBd21-3.4G0366200	0	0	0	0								
BdiBd21-3.4G0366500	0	0	0	0								
BdiBd21-3.4G0367900	0	0	0	0								
BdiBd21-3.4G0370000	0	0	0	0								
BdiBd21-3.4G0370600	0	0	0	0								
BdiBd21-3.4G0371700	0	0	0	0								
BdiBd21-3.4G0371800	0	0	0	0								
BdiBd21-3.4G0372900	0	0	0	0								
BdiBd21-3.4G0375000	0	0	0	0								
BdiBd21-3.4G0378800	0	0	0	0								
BdiBd21-3.4G0379800	0	0	0	0								
BdiBd21-3.4G0385900	0	0	0	0								
BdiBd21-3.4G0386000	0	0	0	0								
BdiBd21-3.4G0387500	0	0	0	0								
BdiBd21-3.4G0388500	0	0	0	0								
BdiBd21-3.4G0389900	0	0	0	0								
BdiBd21-3.4G0396500	0	0	0	0								
BdiBd21-3.4G0404500	0	0	0	0								
BdiBd21-3.4G0405600	0	0	0	0								
BdiBd21-3.4G0407700	0	0	0	0								
BdiBd21-3.4G0413300	0	0	0	0								
BdiBd21-3.4G0413400	0	0	0	0								
BdiBd21-3.4G0417600	0	0	0	0								
BdiBd21-3.4G0419100	0	0	0	0								
BdiBd21-3.4G0421000	0	0	0	0								
BdiBd21-3.4G0421700	0	0	0	0								
BdiBd21-3.4G0421800	0	0	0	0								
BdiBd21-3.4G0422900	0	0	0	0								
BdiBd21-3.4G0424200	0	0	0	0								
BdiBd21-3.4G0424900	0	0	0	0								
BdiBd21-3.4G0425000	0	0	0	0								
BdiBd21-3.4G0425100	0	0	0	0								
BdiBd21-3.4G0426600	0	0	0	0								
BdiBd21-3.4G0426700	0	0	0	0								
BdiBd21-3.4G0426900	0	0	0	0								
BdiBd21-3.4G0430200	0	0	0	0								
BdiBd21-3.4G0433900	0	0	0	0								
BdiBd21-3.4G0434400	0	0	0	0								
BdiBd21-3.4G0435900	0	0	0	0								
BdiBd21-3.4G0444600	0	0	0	0								
BdiBd21-3.4G0445500	0	0	0	0								
BdiBd21-3.4G0445600	0	0	0	0								
BdiBd21-3.4G0446600	0	0	0	0								
BdiBd21-3.4G0448700	0	0	0	0								
BdiBd21-3.4G0448800	0	0	0	0								
BdiBd21-3.4G0449100	0	0	0	0								
BdiBd21-3.4G0449500	0	0	0	0								
BdiBd21-3.4G0453600	0	0	0	0								
BdiBd21-3.4G0454900	0	0	0	0								
BdiBd21-3.4G0455800	0	0	0	0								
BdiBd21-3.4G0457000	0	0	0	0								
BdiBd21-3.4G0459800	0	0	0	0								
BdiBd21-3.4G0460000	0	0	0	0								
BdiBd21-3.4G0460900	0	0	0	0								
BdiBd21-3.4G0464900	0	0	0	0								
BdiBd21-3.4G0465800	0	0	0	0								
BdiBd21-3.4G0468300	0	0	0	0								
BdiBd21-3.4G0469500	0	0	0	0								
BdiBd21-3.4G0470100	0	0	0	0								
BdiBd21-3.4G0470200	0	0	0	0								
BdiBd21-3.4G0470600	0	0	0	0								
BdiBd21-3.4G0471300	0	0	0	0								
BdiBd21-3.4G0474300	0	0	0	0								
BdiBd21-3.4G0476100	0	0	0	0								
BdiBd21-3.4G0478700	0	0	0	0								
BdiBd21-3.4G0481100	0	0	0	0								
BdiBd21-3.4G0482600	0	0	0	0								
BdiBd21-3.4G0482700	0	0	0	0								
BdiBd21-3.4G0484100	0	0	0	0								
BdiBd21-3.4G0484900	0	0	0	0								
BdiBd21-3.4G0490700	0	0	0	0								
BdiBd21-3.4G0493200	0	0	0	0								
BdiBd21-3.4G0493600	0	0	0	0								
BdiBd21-3.4G0495100	0	0	0	0								
BdiBd21-3.4G0495900	0	0	0	0								
BdiBd21-3.4G0496000	0	0	0	0								
BdiBd21-3.4G0496100	0	0	0	0								
BdiBd21-3.4G0496200	0	0	0	0								
BdiBd21-3.4G0496400	0	0	0	0								
BdiBd21-3.4G0496500	0	0	0	0								
BdiBd21-3.4G0496700	0	0	0	0								
BdiBd21-3.4G0496800	0	0	0	0								
BdiBd21-3.4G0497200	0	0	0	0								
BdiBd21-3.4G0498200	0	0	0	0								
BdiBd21-3.4G0498400	0	0	0	0								
BdiBd21-3.4G0500000	0	0	0	0								
BdiBd21-3.4G0500600	0	0	0	0								
BdiBd21-3.4G0501600	0	0	0	0								
BdiBd21-3.4G0504000	0	0	0	0								
BdiBd21-3.4G0504300	0	0	0	0								
BdiBd21-3.4G0505400	0	0	0	0								
BdiBd21-3.4G0507800	0	0	0	0								
BdiBd21-3.4G0509400	0	0	0	0								
BdiBd21-3.4G0518500	0	0	0	0								
BdiBd21-3.4G0521200	0	0	0	0								
BdiBd21-3.4G0521400	0	0	0	0								
BdiBd21-3.4G0523900	0	0	0	0								
BdiBd21-3.4G0527000	0	0	0	0								
BdiBd21-3.4G0527400	0	0	0	0								
BdiBd21-3.4G0529900	0	0	0	0								
BdiBd21-3.4G0536700	0	0	0	0								
BdiBd21-3.4G0537900	0	0	0	0								
BdiBd21-3.4G0541400	0	0	0	0								
BdiBd21-3.4G0541500	0	0	0	0								
BdiBd21-3.4G0541900	0	0	0	0								
BdiBd21-3.4G0543800	0	0	0	0								
BdiBd21-3.4G0543900	0	0	0	0								
BdiBd21-3.4G0547800	0	0	0	0								
BdiBd21-3.4G0547900	0	0	0	0								
BdiBd21-3.4G0551700	0	0	0	0								
BdiBd21-3.4G0553500	0	0	0	0								
BdiBd21-3.4G0556700	0	0	0	0								
BdiBd21-3.4G0559900	0	0	0	0								
BdiBd21-3.4G0560100	0	0	0	0								
BdiBd21-3.4G0561000	0	0	0	0								
BdiBd21-3.4G0561300	0	0	0	0								
BdiBd21-3.4G0561500	0	0	0	0								
BdiBd21-3.4G0568400	0	0	0	0								
BdiBd21-3.4G0569500	0	0	0	0								
BdiBd21-3.4G0572600	0	0	0	0								
BdiBd21-3.4G0573500	0	0	0	0								
BdiBd21-3.4G0575200	0	0	0	0								
BdiBd21-3.4G0577100	0	0	0	0								
BdiBd21-3.4G0577600	0	0	0	0								
BdiBd21-3.4G0580400	0	0	0	0								
BdiBd21-3.4G0580900	0	0	0	0								
BdiBd21-3.4G0581000	0	0	0	0								
BdiBd21-3.4G0582300	0	0	0	0								
BdiBd21-3.4G0583700	0	0	0	0								
BdiBd21-3.4G0584800	0	0	0	0								
BdiBd21-3.4G0584900	0	0	0	0								
BdiBd21-3.4G0585600	0	0	0	0								
BdiBd21-3.4G0585800	0	0	0	0								
BdiBd21-3.4G0597600	0	0	0	0								
BdiBd21-3.4G0597700	0	0	0	0								
BdiBd21-3.4G0600700	0	0	0	0								
BdiBd21-3.4G0600900	0	0	0	0								
BdiBd21-3.4G0602100	0	0	0	0								
BdiBd21-3.4G0602300	0	0	0	0								
BdiBd21-3.4G0602400	0	0	0	0								
BdiBd21-3.4G0606000	0	0	0	0								
BdiBd21-3.4G0608700	0	0	0	0								
BdiBd21-3.4G0609000	0	0	0	0								
BdiBd21-3.4G0609700	0	0	0	0								
BdiBd21-3.4G0609900	0	0	0	0								
BdiBd21-3.4G0610400	0	0	0	0								
BdiBd21-3.4G0610500	0	0	0	0								
BdiBd21-3.4G0611400	0	0	0	0								
BdiBd21-3.4G0615100	0	0	0	0								
BdiBd21-3.4G0615200	0	0	0	0								
BdiBd21-3.4G0615300	0	0	0	0								
BdiBd21-3.4G0615400	0	0	0	0								
BdiBd21-3.4G0622200	0	0	0	0								
BdiBd21-3.4G0623000	0	0	0	0								
BdiBd21-3.4G0626500	0	0	0	0								
BdiBd21-3.4G0626600	0	0	0	0								
BdiBd21-3.4G0627800	0	0	0	0								
BdiBd21-3.5G0002500	0	0	0	0								
BdiBd21-3.5G0003200	0	0	0	0								
BdiBd21-3.5G0005000	0	0	0	0								
BdiBd21-3.5G0014800	0	0	0	0								
BdiBd21-3.5G0014900	0	0	0	0								
BdiBd21-3.5G0017500	0	0	0	0								
BdiBd21-3.5G0020200	0	0	0	0								
BdiBd21-3.5G0022200	0	0	0	0								
BdiBd21-3.5G0022500	0	0	0	0								
BdiBd21-3.5G0022700	0	0	0	0								
BdiBd21-3.5G0028800	0	0	0	0								
BdiBd21-3.5G0036700	0	0	0	0								
BdiBd21-3.5G0055200	0	0	0	0								
BdiBd21-3.5G0064300	0	0	0	0								
BdiBd21-3.5G0066700	0	0	0	0								
BdiBd21-3.5G0076400	0	0	0	0								
BdiBd21-3.5G0084100	0	0	0	0								
BdiBd21-3.5G0087100	0	0	0	0								
BdiBd21-3.5G0087800	0	0	0	0								
BdiBd21-3.5G0091400	0	0	0	0								
BdiBd21-3.5G0092000	0	0	0	0								
BdiBd21-3.5G0093300	0	0	0	0								
BdiBd21-3.5G0096700	0	0	0	0								
BdiBd21-3.5G0098100	0	0	0	0								
BdiBd21-3.5G0099100	0	0	0	0								
BdiBd21-3.5G0099600	0	0	0	0								
BdiBd21-3.5G0107400	0	0	0	0								
BdiBd21-3.5G0110400	0	0	0	0								
BdiBd21-3.5G0117900	0	0	0	0								
BdiBd21-3.5G0124800	0	0	0	0								
BdiBd21-3.5G0127300	0	0	0	0								
BdiBd21-3.5G0127900	0	0	0	0								
BdiBd21-3.5G0129800	0	0	0	0								
BdiBd21-3.5G0132300	0	0	0	0								
BdiBd21-3.5G0134300	0	0	0	0								
BdiBd21-3.5G0138100	0	0	0	0								
BdiBd21-3.5G0140700	0	0	0	0								
BdiBd21-3.5G0142100	0	0	0	0								
BdiBd21-3.5G0143200	0	0	0	0								
BdiBd21-3.5G0143700	0	0	0	0								
BdiBd21-3.5G0144000	0	0	0	0								
BdiBd21-3.5G0144500	0	0	0	0								
BdiBd21-3.5G0145300	0	0	0	0								
BdiBd21-3.5G0152500	0	0	0	0								
BdiBd21-3.5G0152800	0	0	0	0								
BdiBd21-3.5G0153000	0	0	0	0								
BdiBd21-3.5G0155800	0	0	0	0								
BdiBd21-3.5G0156900	0	0	0	0								
BdiBd21-3.5G0157100	0	0	0	0								
BdiBd21-3.5G0157300	0	0	0	0								
BdiBd21-3.5G0165500	0	0	0	0								
BdiBd21-3.5G0165700	0	0	0	0								
BdiBd21-3.5G0166000	0	0	0	0								
BdiBd21-3.5G0169400	0	0	0	0								
BdiBd21-3.5G0170400	0	0	0	0								
BdiBd21-3.5G0171400	0	0	0	0								
BdiBd21-3.5G0176500	0	0	0	0								
BdiBd21-3.5G0177600	0	0	0	0								
BdiBd21-3.5G0180000	0	0	0	0								
BdiBd21-3.5G0181200	0	0	0	0								
BdiBd21-3.5G0182700	0	0	0	0								
BdiBd21-3.5G0185400	0	0	0	0								
BdiBd21-3.5G0187400	0	0	0	0								
BdiBd21-3.5G0189300	0	0	0	0								
BdiBd21-3.5G0192500	0	0	0	0								
BdiBd21-3.5G0192600	0	0	0	0								
BdiBd21-3.5G0195900	0	0	0	0								
BdiBd21-3.5G0196200	0	0	0	0								
BdiBd21-3.5G0201600	0	0	0	0								
BdiBd21-3.5G0205000	0	0	0	0								
BdiBd21-3.5G0207100	0	0	0	0								
BdiBd21-3.5G0211300	0	0	0	0								
BdiBd21-3.5G0213300	0	0	0	0								
BdiBd21-3.5G0217700	0	0	0	0								
BdiBd21-3.5G0218100	0	0	0	0								
BdiBd21-3.5G0221400	0	0	0	0								
BdiBd21-3.5G0221500	0	0	0	0								
BdiBd21-3.5G0223300	0	0	0	0								
BdiBd21-3.5G0223600	0	0	0	0								
BdiBd21-3.5G0224600	0	0	0	0								
BdiBd21-3.5G0224800	0	0	0	0								
BdiBd21-3.5G0226300	0	0	0	0								
BdiBd21-3.5G0227600	0	0	0	0								
BdiBd21-3.5G0228000	0	0	0	0								
BdiBd21-3.5G0229100	0	0	0	0								
BdiBd21-3.5G0229200	0	0	0	0								
BdiBd21-3.5G0230200	0	0	0	0								
BdiBd21-3.5G0230700	0	0	0	0								
BdiBd21-3.5G0231000	0	0	0	0								
BdiBd21-3.5G0231100	0	0	0	0								
BdiBd21-3.5G0231200	0	0	0	0								
BdiBd21-3.5G0231400	0	0	0	0								
BdiBd21-3.5G0232500	0	0	0	0								
BdiBd21-3.5G0233400	0	0	0	0								
BdiBd21-3.5G0233500	0	0	0	0								
BdiBd21-3.5G0236200	0	0	0	0								
BdiBd21-3.5G0241700	0	0	0	0								
BdiBd21-3.5G0242800	0	0	0	0								
BdiBd21-3.5G0243800	0	0	0	0								
BdiBd21-3.5G0244500	0	0	0	0								
BdiBd21-3.5G0245000	0	0	0	0								
BdiBd21-3.5G0245500	0	0	0	0								
BdiBd21-3.5G0247100	0	0	0	0								
BdiBd21-3.5G0248400	0	0	0	0								
BdiBd21-3.5G0251000	0	0	0	0								
BdiBd21-3.5G0251700	0	0	0	0								
BdiBd21-3.5G0253400	0	0	0	0								
BdiBd21-3.5G0260800	0	0	0	0								
BdiBd21-3.5G0261000	0	0	0	0								
BdiBd21-3.5G0262400	0	0	0	0								
BdiBd21-3.5G0264200	0	0	0	0								
BdiBd21-3.5G0266600	0	0	0	0								
BdiBd21-3.5G0267300	0	0	0	0								
BdiBd21-3.5G0268000	0	0	0	0								
BdiBd21-3.5G0269800	0	0	0	0								
BdiBd21-3.5G0270600	0	0	0	0								
BdiBd21-3.5G0271500	0	0	0	0								
BdiBd21-3.5G0273800	0	0	0	0								
BdiBd21-3.5G0275600	0	0	0	0								
BdiBd21-3.5G0278100	0	0	0	0								
BdiBd21-3.5G0284600	0	0	0	0								
BdiBd21-3.5G0286000	0	0	0	0								
BdiBd21-3.5G0287800	0	0	0	0								
BdiBd21-3.5G0288000	0	0	0	0								
BdiBd21-3.5G0288200	0	0	0	0								
BdiBd21-3.5G0296400	0	0	0	0								
BdiBd21-3.5G0300400	0	0	0	0								
BdiBd21-3.5G0301000	0	0	0	0								
BdiBd21-3.5G0305300	0	0	0	0								
BdiBd21-3.5G0305800	0	0	0	0								
BdiBd21-3.5G0309500	0	0	0	0								
BdiBd21-3.5G0310500	0	0	0	0								
BdiBd21-3.5G0316500	0	0	0	0								
BdiBd21-3.5G0317000	0	0	0	0								
BdiBd21-3.5G0317100	0	0	0	0								
BdiBd21-3.5G0319800	0	0	0	0								
BdiBd21-3.5G0323800	0	0	0	0								
BdiBd21-3.5G0324600	0	0	0	0								
BdiBd21-3.5G0324700	0	0	0	0								
BdiBd21-3.5G0324800	0	0	0	0								
BdiBd21-3.5G0330100	0	0	0	0								
BdiBd21-3.5G0331100	0	0	0	0								
BdiBd21-3.5G0333500	0	0	0	0								
BdiBd21-3.5G0333700	0	0	0	0								
BdiBd21-3.5G0336700	0	0	0	0								
BdiBd21-3.5G0338400	0	0	0	0								
BdiBd21-3.5G0339000	0	0	0	0								
BdiBd21-3.5G0339100	0	0	0	0								
BdiBd21-3.5G0343300	0	0	0	0								
BdiBd21-3.5G0343400	0	0	0	0								
BdiBd21-3.5G0345400	0	0	0	0								
BdiBd21-3.5G0352400	0	0	0	0								
BdiBd21-3.5G0358500	0	0	0	0								
BdiBd21-3.5G0359700	0	0	0	0								
BdiBd21-3.5G0360500	0	0	0	0								
BdiBd21-3.5G0366800	0	0	0	0								
