	isTF_expressed	isTF_expressionRegulons	isTF_TFBSRegulons	isTF_finalRegulons	DividingGMCs-2	EarlyGCs-3	EarlyGMCs-1	Intercells-7	LateGCs-4	SCs-6	SMCs-5	Stage0to2-0
BdiBd21-3.2G0007000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0007100	1	1	1	1	0.4	0.0	0.0	2.1	0.8	0.3	1.7	13.1
BdiBd21-3.2G0008700	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0011000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0023800	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0025700	1	1	1	1	10.6	2.4	3.4	0.9	0.0	0.8	3.4	17.2
BdiBd21-3.2G0034000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0034100	1	1	0	0	0.0	0.0	0.0	0.1	0.0	1.3	0.0	1.8
BdiBd21-3.2G0035000	1	1	0	0	0.0	0.2	0.0	0.0	0.0	0.5	0.1	0.2
BdiBd21-3.2G0045000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0045200	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0045400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0049800	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0052100	1	1	1	1	11.0	9.4	5.6	0.9	3.2	6.3	1.0	16.0
BdiBd21-3.2G0055400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0056100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0059800	1	1	1	1	18.0	8.1	7.6	0.9	1.6	6.0	1.3	20.8
BdiBd21-3.2G0060200	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0060500	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0060600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0063100	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0063400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0068900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0069400	1	1	0	0	0.8	0.0	2.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0071600	1	1	0	0	0.4	0.2	0.0	0.2	0.0	0.5	0.1	0.0
BdiBd21-3.2G0071700	1	1	1	1	0.4	2.0	0.6	0.1	2.4	14.2	0.2	3.0
BdiBd21-3.2G0072800	1	1	0	0	0.8	0.4	0.6	0.1	6.9	1.3	0.1	1.0
BdiBd21-3.2G0074200	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0074800	1	1	1	1	2.0	3.9	1.4	0.8	2.0	2.8	1.9	17.4
BdiBd21-3.2G0075000	1	1	1	1	43.5	18.9	36.4	7.3	10.1	31.6	16.4	46.5
BdiBd21-3.2G0075100	1	1	0	0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.2
BdiBd21-3.2G0075900	1	1	0	0	0.0	0.6	0.3	0.0	0.0	4.0	0.0	0.2
BdiBd21-3.2G0076400	1	1	1	0	8.2	0.4	0.3	0.3	0.0	0.3	0.2	2.2
BdiBd21-3.2G0077300	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0077400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0078100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0080600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0081000	1	1	0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0
BdiBd21-3.2G0082300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0082700	1	1	0	0	1.2	0.2	0.6	0.1	0.8	0.0	0.2	2.2
BdiBd21-3.2G0083100	1	1	1	1	21.2	36.0	7.9	3.5	17.8	17.6	7.2	32.1
BdiBd21-3.2G0087900	1	1	0	0	0.4	2.9	0.0	0.0	4.0	1.3	0.4	0.6
BdiBd21-3.2G0089600	1	1	1	1	1.2	0.6	1.4	0.2	0.0	0.3	0.5	11.5
BdiBd21-3.2G0091200	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0095800	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.2G0100400	1	1	1	0	9.0	0.0	0.0	0.0	0.4	0.0	0.0	2.6
BdiBd21-3.2G0103500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0
BdiBd21-3.2G0104500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.2G0104600	1	1	0	0	0.4	0.0	0.0	0.0	0.0	0.0	0.1	0.2
BdiBd21-3.2G0105800	1	1	1	1	30.2	17.9	16.7	0.5	1.2	1.6	3.1	17.8
BdiBd21-3.2G0106500	1	1	0	0	3.9	5.7	0.3	0.0	0.8	0.2	0.1	1.4
BdiBd21-3.2G0107400	1	1	1	0	0.0	0.2	0.3	0.1	0.0	0.0	0.3	1.4
BdiBd21-3.2G0108800	1	1	0	0	0.0	2.0	0.0	0.0	2.0	0.0	0.2	0.0
BdiBd21-3.2G0109900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0111200	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0111500	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0112900	1	1	1	0	2.0	1.0	0.8	0.2	0.0	0.2	0.2	1.4
BdiBd21-3.2G0113100	1	1	0	0	34.9	53.2	45.8	14.3	42.1	49.2	23.2	46.1
BdiBd21-3.2G0116100	1	1	0	0	0.4	0.0	0.6	0.1	0.0	0.0	0.1	2.6
BdiBd21-3.2G0117900	1	1	1	0	0.4	0.0	0.0	0.0	0.0	0.0	0.1	0.4
BdiBd21-3.2G0123500	1	1	1	1	14.9	6.9	2.8	0.3	0.4	0.5	0.4	8.1
BdiBd21-3.2G0123600	1	1	1	0	7.8	5.9	0.8	1.0	3.2	2.5	0.9	5.5
BdiBd21-3.2G0124700	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0125800	1	1	1	1	38.8	38.3	42.1	8.8	25.5	31.0	18.4	57.0
BdiBd21-3.2G0128000	1	1	0	0	0.0	0.0	0.3	0.1	0.0	0.2	0.0	0.0
BdiBd21-3.2G0136400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
BdiBd21-3.2G0140400	1	1	0	0	0.4	0.2	0.0	0.0	2.0	0.0	0.0	0.2
BdiBd21-3.2G0142000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0143400	1	1	1	0	0.4	0.8	0.3	0.0	0.0	0.0	0.0	0.4
BdiBd21-3.2G0147000	1	1	0	0	0.0	0.0	0.0	0.0	0.4	0.5	0.0	0.0
BdiBd21-3.2G0147300	1	1	1	0	0.4	0.0	0.3	0.2	0.0	0.3	0.1	1.4
BdiBd21-3.2G0148000	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0148300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0148500	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0148600	1	1	0	0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
BdiBd21-3.2G0149600	1	1	0	0	0.0	0.0	0.3	0.0	0.4	0.0	0.0	0.0
BdiBd21-3.2G0149800	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0152300	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0152600	1	1	1	0	0.4	0.0	0.8	0.0	0.0	0.0	0.2	0.6
BdiBd21-3.2G0153800	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0156100	1	1	1	1	1.2	1.4	2.5	1.1	3.6	1.7	2.2	14.7
BdiBd21-3.2G0156900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0158900	1	1	1	1	4.7	5.3	3.4	0.9	4.0	14.6	2.0	11.7
BdiBd21-3.2G0160700	1	1	1	0	8.6	2.2	1.4	0.5	0.8	1.3	2.1	4.2
BdiBd21-3.2G0166800	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0167700	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0168100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.2G0181000	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0185100	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0186800	1	1	1	1	24.3	8.6	35.9	16.3	3.2	12.2	36.4	82.0
BdiBd21-3.2G0187000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0189100	1	1	0	0	18.4	7.1	11.3	0.0	1.2	1.9	0.9	26.3
BdiBd21-3.2G0197200	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
BdiBd21-3.2G0197700	1	1	0	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.2G0202000	1	1	1	0	0.0	0.2	0.0	0.0	0.0	0.3	0.2	1.4
BdiBd21-3.2G0202500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.2G0205600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0207000	1	1	0	0	2.7	1.0	2.0	0.6	0.0	2.2	0.3	6.9
BdiBd21-3.2G0208200	1	1	1	1	8.6	2.4	18.4	0.4	0.4	1.3	1.9	13.1
BdiBd21-3.2G0208800	1	1	1	0	2.4	0.6	0.8	0.4	0.0	1.7	0.3	2.0
BdiBd21-3.2G0211800	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0212100	1	1	0	0	0.0	0.2	1.7	0.0	0.0	0.0	0.2	0.0
BdiBd21-3.2G0214400	1	1	0	0	0.8	1.0	1.4	2.5	2.8	13.1	1.0	4.6
BdiBd21-3.2G0215400	1	1	0	0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0215500	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0217500	1	1	1	0	3.5	5.1	0.6	1.0	1.6	6.0	0.8	5.1
BdiBd21-3.2G0218000	1	1	0	0	1.6	1.8	1.4	0.6	0.8	1.3	1.6	3.0
BdiBd21-3.2G0219800	1	1	1	1	28.2	16.5	16.4	3.8	13.4	18.7	7.0	43.0
BdiBd21-3.2G0228000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
BdiBd21-3.2G0232200	1	1	0	0	0.4	0.0	0.3	0.2	0.0	0.2	0.1	1.4
BdiBd21-3.2G0232300	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0236900	1	1	0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0
BdiBd21-3.2G0239700	1	1	0	0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2
BdiBd21-3.2G0240300	1	1	1	0	8.2	3.3	4.2	0.3	1.6	1.3	0.7	8.7
BdiBd21-3.2G0243900	1	1	0	0	0.4	0.8	1.4	0.4	0.0	0.0	0.8	3.6
BdiBd21-3.2G0249500	1	1	1	1	14.9	39.1	20.6	0.5	20.2	10.6	1.8	16.4
BdiBd21-3.2G0250600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0256300	1	1	1	0	7.5	8.6	5.4	0.6	3.2	1.9	0.5	4.8
BdiBd21-3.2G0257600	1	1	0	0	4.7	0.4	1.7	0.2	0.0	0.6	0.0	3.6
BdiBd21-3.2G0260800	1	1	0	0	0.8	0.4	0.6	0.1	0.0	0.2	0.1	2.6
BdiBd21-3.2G0261600	1	1	1	1	14.5	29.3	5.1	1.7	3.2	3.8	4.4	11.1
BdiBd21-3.2G0262500	1	1	0	0	0.0	0.8	0.0	0.1	11.7	0.0	0.0	0.0
BdiBd21-3.2G0264100	1	1	1	0	0.4	0.2	0.3	0.0	0.0	0.0	0.1	4.0
BdiBd21-3.2G0267900	1	1	1	0	4.3	2.4	0.6	0.2	0.8	0.0	0.2	6.5
BdiBd21-3.2G0270700	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0272300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0272800	0	0	0	0								
BdiBd21-3.2G0276700	1	1	1	1	89.8	74.9	47.5	11.9	59.9	45.7	17.4	62.2
BdiBd21-3.2G0276800	1	1	1	0	5.5	1.2	1.1	0.1	3.6	2.2	0.1	8.7
BdiBd21-3.2G0279300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0280100	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0280700	1	1	0	0	4.3	2.4	2.8	0.4	1.6	0.6	0.2	4.2
BdiBd21-3.2G0281600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0282000	1	1	0	0	0.4	0.6	1.1	0.0	0.4	0.0	0.2	0.0
BdiBd21-3.2G0283100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0285300	1	1	1	0	0.4	0.0	0.0	0.3	0.8	0.5	0.0	1.2
BdiBd21-3.2G0286100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0288200	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0289600	1	1	1	0	3.1	0.4	0.0	0.1	0.0	0.2	0.1	0.4
BdiBd21-3.2G0291600	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0291800	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0291900	1	1	0	0	1.6	0.6	1.1	0.3	0.4	4.1	0.9	7.9
BdiBd21-3.2G0294300	1	1	1	1	2.4	7.5	4.0	1.0	16.2	2.5	0.9	2.6
BdiBd21-3.2G0295200	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0300000	1	1	1	1	58.4	54.8	0.0	0.1	16.6	0.2	0.0	0.2
BdiBd21-3.2G0302300	1	1	0	0	5.5	3.9	5.6	0.2	2.8	1.4	0.7	10.9
BdiBd21-3.2G0304900	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0305200	1	1	0	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0307200	1	1	1	0	3.1	0.4	0.3	0.0	0.0	0.2	0.2	0.6
BdiBd21-3.2G0307300	1	1	1	0	5.9	0.6	0.0	0.4	0.0	0.0	0.1	3.0
BdiBd21-3.2G0307700	0	0	0	0								
BdiBd21-3.2G0310100	1	1	1	0	0.4	1.0	0.0	0.1	4.5	0.5	0.0	0.2
BdiBd21-3.2G0310200	1	1	1	0	0.4	0.0	0.0	0.1	0.0	0.0	0.1	0.4
BdiBd21-3.2G0313200	1	1	1	0	0.8	0.0	0.3	0.0	0.0	0.0	0.0	0.4
BdiBd21-3.2G0315400	1	1	1	1	3.9	6.7	6.5	9.2	5.7	24.5	6.7	17.4
BdiBd21-3.2G0315500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0316500	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0316600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0317400	1	1	0	0	0.0	0.4	0.0	0.0	5.3	0.3	0.0	0.0
BdiBd21-3.2G0319000	1	1	1	1	7.8	5.7	2.8	0.2	2.4	1.4	0.6	11.1
BdiBd21-3.2G0319600	1	1	1	0	0.8	6.9	2.5	1.8	8.5	3.2	3.3	3.8
BdiBd21-3.2G0322400	1	1	1	1	2.7	11.2	0.8	1.1	16.6	7.1	1.3	10.5
BdiBd21-3.2G0325600	1	1	1	1	3.9	3.1	4.0	1.1	1.6	2.8	2.4	12.7
BdiBd21-3.2G0328000	1	1	1	0	0.4	0.0	0.0	0.0	0.4	0.0	0.0	0.0
BdiBd21-3.2G0328900	1	1	0	0	0.0	0.2	0.3	0.0	1.6	0.5	0.0	0.2
BdiBd21-3.2G0329500	1	1	0	0	0.4	0.2	0.3	0.0	3.6	0.0	0.0	0.2
BdiBd21-3.2G0330300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0331100	1	1	0	0	0.0	2.9	0.0	0.0	0.0	1.6	0.0	0.0
BdiBd21-3.2G0332600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2
BdiBd21-3.2G0334700	1	1	1	0	0.4	0.0	0.3	0.1	0.0	0.0	0.0	1.6
BdiBd21-3.2G0335000	1	1	1	1	7.8	3.1	3.4	2.4	0.0	0.5	1.6	10.7
BdiBd21-3.2G0337700	1	1	1	0	2.7	1.2	1.7	0.6	0.0	0.6	0.5	1.8
BdiBd21-3.2G0346000	1	1	0	0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
BdiBd21-3.2G0349900	0	0	0	0								
BdiBd21-3.2G0350400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
BdiBd21-3.2G0359400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
BdiBd21-3.2G0361800	1	1	1	1	13.3	2.6	4.0	0.3	0.4	0.5	1.3	30.5
BdiBd21-3.2G0362300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0
BdiBd21-3.2G0374100	1	1	1	0	0.0	0.0	0.0	0.2	0.4	0.0	0.6	2.6
BdiBd21-3.2G0376000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0383000	1	1	0	0	0.4	0.2	0.0	0.0	1.6	0.3	0.0	0.4
BdiBd21-3.2G0383100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0384600	1	1	1	1	5.9	8.1	9.0	5.0	13.0	11.6	4.4	15.2
BdiBd21-3.2G0390100	1	1	0	0	0.0	0.2	0.3	0.1	0.0	0.2	0.0	0.0
BdiBd21-3.2G0390200	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0393900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0395600	1	1	1	1	19.6	4.9	5.1	0.0	0.0	0.0	0.4	5.3
BdiBd21-3.2G0397400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0398900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0401600	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0402400	1	1	1	1	7.5	1.2	0.8	0.0	0.0	0.0	0.8	21.8
BdiBd21-3.2G0408600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0410000	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0414800	1	1	1	0	0.8	0.8	1.4	0.2	0.0	0.9	0.2	2.4
BdiBd21-3.2G0415500	1	1	0	0	0.0	0.0	0.0	0.0	0.4	0.2	0.0	0.0
BdiBd21-3.2G0417600	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0418600	1	1	1	0	0.4	0.0	0.3	0.1	0.0	0.5	0.1	2.6
BdiBd21-3.2G0420000	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0430000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0431000	1	1	1	0	0.0	0.2	0.0	0.1	0.0	0.2	0.0	0.8
BdiBd21-3.2G0431900	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	4.6
BdiBd21-3.2G0438000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0443300	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0463100	1	1	0	0	0.0	1.2	0.0	0.0	3.2	0.8	0.0	0.0
BdiBd21-3.2G0463300	1	1	1	0	0.8	1.0	0.8	0.0	0.4	0.8	0.2	3.2
BdiBd21-3.2G0463700	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0463900	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0464200	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0469200	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0469400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0472900	1	1	0	0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
BdiBd21-3.2G0473200	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0473300	1	1	1	0	0.0	0.4	0.3	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0473700	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0477300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.2G0479100	1	1	1	0	1.2	1.6	0.6	0.0	0.0	0.2	0.4	0.6
BdiBd21-3.2G0479300	1	1	0	0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.4
BdiBd21-3.2G0480000	1	1	0	0	0.0	0.4	0.0	0.0	0.0	0.0	0.3	0.8
BdiBd21-3.2G0482000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0485200	1	1	1	0	7.1	4.3	3.7	0.4	1.6	3.0	1.1	5.7
BdiBd21-3.2G0486500	1	1	1	1	10.2	10.0	8.8	1.8	10.1	10.0	1.8	9.7
BdiBd21-3.2G0486700	1	1	1	1	47.8	50.7	44.9	20.2	35.2	36.6	34.7	58.0
BdiBd21-3.2G0488600	1	1	1	1	36.5	28.3	28.0	18.0	13.4	39.9	26.5	58.8
BdiBd21-3.2G0488700	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0491100	1	1	0	0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.4
BdiBd21-3.2G0493100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0505100	1	1	1	0	1.6	0.4	0.8	0.0	0.0	0.2	0.4	2.0
BdiBd21-3.2G0508400	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0509100	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0515300	1	1	0	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0515600	1	1	0	0	0.0	0.0	0.0	0.0	1.2	0.2	0.0	0.0
BdiBd21-3.2G0519600	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0525500	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0526900	1	1	0	0	2.4	3.9	0.0	0.0	0.0	0.5	0.0	0.6
BdiBd21-3.2G0527100	1	1	1	0	0.4	0.0	0.0	0.0	0.0	0.2	0.1	0.0
BdiBd21-3.2G0527200	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0527600	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0529400	1	1	1	1	1.6	2.0	7.9	1.1	1.2	5.7	4.9	22.4
BdiBd21-3.2G0535000	1	1	0	0	0.0	0.0	0.0	0.1	0.4	0.2	0.1	0.6
BdiBd21-3.2G0537800	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0537900	1	1	1	0	0.8	0.8	0.6	0.0	0.4	1.3	0.2	2.0
BdiBd21-3.2G0541300	1	1	1	0	0.0	0.2	0.8	0.9	0.0	0.2	0.6	2.8
BdiBd21-3.2G0546200	1	1	0	0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0547400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0552800	1	1	1	0	0.8	0.8	0.6	0.0	0.0	0.3	0.0	0.2
BdiBd21-3.2G0553300	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0553700	0	0	0	0								
BdiBd21-3.2G0556000	1	1	1	0	0.4	0.2	0.3	0.1	0.4	0.0	0.1	2.8
BdiBd21-3.2G0562100	1	1	1	0	2.4	2.6	4.0	0.8	0.8	2.7	0.4	7.3
BdiBd21-3.2G0562300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
BdiBd21-3.2G0562800	1	1	1	0	0.0	0.0	0.0	0.3	0.4	0.3	0.0	0.4
BdiBd21-3.2G0563200	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0565000	1	1	0	0	3.1	2.0	3.1	1.1	1.2	3.8	2.7	15.8
BdiBd21-3.2G0568100	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
