p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
BdiBd21-3.3G0067800	3.73365549482306e-138	1.89214665703188	0.463	0.072	1.45866452871747e-133	0	BdiBd21-3.3G0067800
BdiBd21-3.1G0606600	4.14294368089848e-138	1.71689848302686	0.491	0.079	1.61856523725342e-133	0	BdiBd21-3.1G0606600
BdiBd21-3.1G0678700	5.70040922903113e-138	1.61469926245869	0.444	0.063	2.22703587759788e-133	0	BdiBd21-3.1G0678700
BdiBd21-3.3G0439300	6.15122113970727e-138	1.42397280973456	0.976	0.717	2.40315907486083e-133	0	BdiBd21-3.3G0439300
BdiBd21-3.1G0800900	7.46806449548112e-138	1.50006607585697	0.96	0.591	2.91762343709456e-133	0	BdiBd21-3.1G0800900
BdiBd21-3.3G0575100	7.72999555467777e-138	1.26443332951212	0.99	0.801	3.01995466330151e-133	0	BdiBd21-3.3G0575100
BdiBd21-3.2G0594800	9.15301179140978e-138	1.31438789573564	0.99	0.881	3.57589864666797e-133	0	BdiBd21-3.2G0594800
BdiBd21-3.3G0553500	1.69332299885602e-137	1.49921055485371	0.98	0.678	6.61547429193072e-133	0	BdiBd21-3.3G0553500
BdiBd21-3.4G0347233	2.37305876535413e-137	1.69317331466726	0.964	0.65	9.27106598448553e-133	0	BdiBd21-3.4G0347233
BdiBd21-3.1G0091800	9.02993401051631e-137	2.02677835757245	0.475	0.08	3.52781461922851e-132	0	BdiBd21-3.1G0091800
BdiBd21-3.2G0135200	9.09217962100558e-137	1.65058432232266	0.523	0.092	3.55213273433446e-132	0	BdiBd21-3.2G0135200
BdiBd21-3.3G0295400	1.48329318103554e-136	1.84492024326726	0.412	0.054	5.79492979966964e-132	0	BdiBd21-3.3G0295400
BdiBd21-3.1G0827100	2.62285508741929e-136	1.6480866828782	0.808	0.245	1.02469702555297e-131	0	BdiBd21-3.1G0827100
BdiBd21-3.2G0438300	4.16020731787118e-136	1.32662541689669	0.99	0.706	1.62530979494591e-131	0	BdiBd21-3.2G0438300
BdiBd21-3.2G0473500	4.94114200453111e-136	1.61005978461896	0.574	0.114	1.93040535833021e-131	0	BdiBd21-3.2G0473500
BdiBd21-3.2G0445500	5.27166494738984e-136	1.31334193036769	0.994	0.805	2.05953406164626e-131	0	BdiBd21-3.2G0445500
BdiBd21-3.2G0794500	5.62899178302089e-136	1.52677369898504	0.933	0.454	2.1991345097906e-131	0	BdiBd21-3.2G0794500
BdiBd21-3.1G1038900	5.82194001277178e-136	1.62045285986703	0.871	0.325	2.27451552418968e-131	0	BdiBd21-3.1G1038900
BdiBd21-3.2G0345400	8.73649744273568e-136	1.70854654210556	0.459	0.07	3.41317482092798e-131	0	BdiBd21-3.2G0345400
BdiBd21-3.4G0057100	9.14618475980545e-136	1.72116904669852	0.895	0.393	3.57323146196079e-131	0	BdiBd21-3.4G0057100
BdiBd21-3.2G0681200	1.2006573724304e-135	1.4331399268779	0.984	0.779	4.69072822261108e-131	0	BdiBd21-3.2G0681200
BdiBd21-3.1G0447400	1.49470688318077e-135	2.8365777225298	0.267	0.018	5.83952085121064e-131	0	BdiBd21-3.1G0447400
BdiBd21-3.3G0705000	1.72160614299338e-135	1.7159841644264	0.511	0.089	6.72597087944655e-131	0	BdiBd21-3.3G0705000
BdiBd21-3.2G0370800	2.16166937234302e-135	1.66964589705916	0.461	0.07	8.44520990386971e-131	0	BdiBd21-3.2G0370800
BdiBd21-3.2G0686200	2.77641686563401e-135	1.64780620508601	0.889	0.359	1.08469054106589e-130	0	BdiBd21-3.2G0686200
BdiBd21-3.3G0638200	4.11416931297466e-135	1.69722392732329	0.865	0.322	1.60732366719294e-130	0	BdiBd21-3.3G0638200
BdiBd21-3.3G0005100	9.38449919328207e-135	1.48212019091436	0.986	0.686	3.66633614483144e-130	0	BdiBd21-3.3G0005100
BdiBd21-3.3G0090000	9.78657916039772e-135	2.29904905668862	0.37	0.045	3.82342074638418e-130	0	BdiBd21-3.3G0090000
BdiBd21-3.1G0055900	2.60211478355235e-134	1.66342823055937	0.638	0.141	1.01659420363823e-129	0	BdiBd21-3.1G0055900
BdiBd21-3.1G0491300	3.22194844429823e-134	1.71886657461794	0.642	0.145	1.25875081821843e-129	0	BdiBd21-3.1G0491300
BdiBd21-3.4G0537400	3.38258635829746e-134	1.43278448557206	0.974	0.624	1.32150883845965e-129	0	BdiBd21-3.4G0537400
BdiBd21-3.4G0111200	4.33741443210518e-134	1.64590773018025	0.812	0.253	1.69454107033485e-129	0	BdiBd21-3.4G0111200
BdiBd21-3.1G0877700	4.55793377778089e-134	2.27188435174158	0.331	0.034	1.78069356830344e-129	0	BdiBd21-3.1G0877700
BdiBd21-3.3G0223000	4.79125066152782e-134	1.65517628512503	0.941	0.593	1.87184580844569e-129	0	BdiBd21-3.3G0223000
BdiBd21-3.1G0073900	5.84580332270139e-134	1.3702370168124	0.984	0.666	2.28383844211298e-129	0	BdiBd21-3.1G0073900
BdiBd21-3.4G0411100	1.79173197640847e-133	1.76978239908053	0.824	0.274	6.99993848543263e-129	0	BdiBd21-3.4G0411100
BdiBd21-3.3G0185700	1.81197548817606e-133	1.58555603025785	0.711	0.18	7.07902583720621e-129	0	BdiBd21-3.3G0185700
BdiBd21-3.1G0300200	1.97701153360912e-133	1.89730212184696	0.487	0.083	7.72378865950412e-129	0	BdiBd21-3.1G0300200
BdiBd21-3.3G0628400	2.59394827311944e-133	1.49583605350914	0.954	0.562	1.0134037113423e-128	0	BdiBd21-3.3G0628400
BdiBd21-3.5G0098300	3.34200564396976e-133	1.52570303265264	0.97	0.719	1.3056547649861e-128	0	BdiBd21-3.5G0098300
BdiBd21-3.1G1035300	3.63579405669824e-133	2.25185219722325	0.408	0.057	1.42043202207087e-128	0	BdiBd21-3.1G1035300
BdiBd21-3.4G0222500	5.42754048907964e-133	1.4377867501311	0.543	0.1	2.12043151827363e-128	0	BdiBd21-3.4G0222500
BdiBd21-3.4G0578600	1.04035509326522e-132	1.49504697386271	0.978	0.571	4.06445927836856e-128	0	BdiBd21-3.4G0578600
BdiBd21-3.5G0267200	1.69609934964406e-132	1.76797313613218	0.82	0.3	6.62632093918942e-128	0	BdiBd21-3.5G0267200
BdiBd21-3.5G0111800	3.70715710658777e-132	1.42139361500745	0.974	0.703	1.44831213840171e-127	0	BdiBd21-3.5G0111800
BdiBd21-3.4G0613800	4.20592581583481e-132	1.77361823669807	0.362	0.042	1.64317109773034e-127	0	BdiBd21-3.4G0613800
BdiBd21-3.4G0570800	5.31337894525809e-132	1.33545350607769	0.982	0.734	2.07583088633343e-127	0	BdiBd21-3.4G0570800
BdiBd21-3.1G0946000	5.48238423427587e-132	2.40809510421366	0.313	0.03	2.1418578726469e-127	0	BdiBd21-3.1G0946000
BdiBd21-3.1G0035220	6.70254403110538e-132	1.53642126674826	0.937	0.458	2.61854990207225e-127	0	BdiBd21-3.1G0035220
BdiBd21-3.4G0224800	1.08172567261138e-131	1.58495488324565	0.81	0.249	4.22608585775815e-127	0	BdiBd21-3.4G0224800
BdiBd21-3.1G0196400	1.50267798641608e-131	1.59714268943834	0.451	0.07	5.87066235733035e-127	0	BdiBd21-3.1G0196400
BdiBd21-3.5G0055900	1.82738820773149e-131	1.81032576266732	0.487	0.083	7.13924024996538e-127	0	BdiBd21-3.5G0055900
BdiBd21-3.3G0182400	2.15629205316485e-131	1.58767368223621	0.915	0.464	8.42420179330443e-127	0	BdiBd21-3.3G0182400
BdiBd21-3.5G0210500	2.42679772628766e-131	1.72216753646286	0.473	0.078	9.48101335706065e-127	0	BdiBd21-3.5G0210500
BdiBd21-3.5G0351600	2.49525627058749e-131	2.02246655030099	0.378	0.048	9.74846719793121e-127	0	BdiBd21-3.5G0351600
BdiBd21-3.2G0304400	2.67528343434012e-131	1.47267042798039	0.958	0.598	1.045179732128e-126	0	BdiBd21-3.2G0304400
BdiBd21-3.1G0090800	2.73147825409153e-131	1.4868713220424	0.972	0.623	1.06713392430848e-126	0	BdiBd21-3.1G0090800
BdiBd21-3.4G0605800	3.16743629707751e-131	1.60648676918836	0.529	0.096	1.23745401254224e-126	0	BdiBd21-3.4G0605800
BdiBd21-3.2G0084300	3.28423735212332e-131	1.6185359774094	0.885	0.349	1.28308584872754e-126	0	BdiBd21-3.2G0084300
BdiBd21-3.4G0154600	4.27090026686687e-131	1.12400359793692	0.998	0.905	1.66855531625955e-126	0	BdiBd21-3.4G0154600
BdiBd21-3.1G0170800	4.44997455106584e-131	1.20636364230857	1	0.929	1.7385160576104e-126	0	BdiBd21-3.1G0170800
BdiBd21-3.1G0260400	4.77002197608715e-131	1.61272172305852	0.453	0.07	1.86355218561773e-126	0	BdiBd21-3.1G0260400
BdiBd21-3.3G0255800	7.25604685024622e-131	1.7191519364049	0.531	0.099	2.83479238345419e-126	0	BdiBd21-3.3G0255800
BdiBd21-3.1G0044600	7.34104135734541e-131	1.71740263992298	0.818	0.275	2.8679980374877e-126	0	BdiBd21-3.1G0044600
BdiBd21-3.1G0278500	7.65841090208034e-131	1.63657542717973	0.737	0.204	2.99198797122475e-126	0	BdiBd21-3.1G0278500
BdiBd21-3.3G0513700	1.39365177680463e-130	1.55065860422397	0.943	0.523	5.44471876162032e-126	0	BdiBd21-3.3G0513700
BdiBd21-3.2G0693300	1.59756369259228e-130	1.40740765322691	0.98	0.666	6.24136183421952e-126	0	BdiBd21-3.2G0693300
BdiBd21-3.4G0525500	5.50081502394982e-130	1.92881412971315	0.507	0.093	2.14905841355672e-125	0	BdiBd21-3.4G0525500
BdiBd21-3.3G0157000	8.34070349325956e-130	2.09117574059253	0.386	0.051	3.25854604074664e-125	0	BdiBd21-3.3G0157000
BdiBd21-3.1G0053600	9.70908967426244e-130	1.24791297908797	0.992	0.759	3.79314715394085e-125	0	BdiBd21-3.1G0053600
BdiBd21-3.1G0191800	1.31653223645976e-129	1.7055887665181	0.543	0.105	5.14342814140099e-125	0	BdiBd21-3.1G0191800
BdiBd21-3.4G0609500	1.32606163550951e-129	1.67144115321518	0.432	0.065	5.18065759760856e-125	0	BdiBd21-3.4G0609500
BdiBd21-3.3G0131400	1.42605332889815e-129	2.10201670835846	0.511	0.1	5.57130514533928e-125	0	BdiBd21-3.3G0131400
BdiBd21-3.3G0117501	3.30354339773328e-129	1.60269630150692	0.453	0.07	1.29062833462644e-124	0	BdiBd21-3.3G0117501
BdiBd21-3.1G0235100	3.76600730363151e-129	1.57117077914561	0.869	0.315	1.47130373338276e-124	0	BdiBd21-3.1G0235100
BdiBd21-3.3G0379600	1.13029596842237e-128	1.49424855229745	0.943	0.499	4.41584028943251e-124	0	BdiBd21-3.3G0379600
BdiBd21-3.3G0344800	1.38205187797604e-128	1.29707941748606	0.96	0.531	5.39940027687678e-124	0	BdiBd21-3.3G0344800
BdiBd21-3.5G0111500	1.83718161574959e-128	1.47427832942277	0.968	0.644	7.17750113641048e-124	0	BdiBd21-3.5G0111500
BdiBd21-3.1G0516200	3.03284007497479e-128	1.37425208677742	0.974	0.686	1.18486996049115e-123	0	BdiBd21-3.1G0516200
BdiBd21-3.5G0279400	3.62800265680325e-128	1.63237678437262	0.919	0.464	1.41738807795989e-123	0	BdiBd21-3.5G0279400
BdiBd21-3.5G0100900	3.85424218316147e-128	1.52719325679591	0.6	0.129	1.50577533611752e-123	0	BdiBd21-3.5G0100900
BdiBd21-3.1G0380200	6.10677945918718e-128	1.73774387618831	0.917	0.502	2.38579659911525e-123	0	BdiBd21-3.1G0380200
BdiBd21-3.4G0093200	1.0296160706296e-127	1.57935456582051	0.554	0.11	4.02250406473574e-123	0	BdiBd21-3.4G0093200
BdiBd21-3.1G0694900	1.62278900259144e-127	1.48016013181117	0.735	0.197	6.33991207532423e-123	0	BdiBd21-3.1G0694900
BdiBd21-3.1G0746100	2.14986442108931e-127	1.48683092680216	0.865	0.317	8.39909032031173e-123	0	BdiBd21-3.1G0746100
BdiBd21-3.2G0049000	2.35959128248581e-127	1.49013535909498	0.949	0.518	9.21845122241558e-123	0	BdiBd21-3.2G0049000
BdiBd21-3.2G0526800	2.86890931825576e-127	1.76464465394577	0.394	0.053	1.12082549245616e-122	0	BdiBd21-3.2G0526800
BdiBd21-3.4G0058700	3.42762428818416e-127	1.5653443963877	0.802	0.245	1.33910425690779e-122	0	BdiBd21-3.4G0058700
BdiBd21-3.3G0487200	4.23533724702882e-127	1.2012434258409	0.996	0.788	1.65466155566922e-122	0	BdiBd21-3.3G0487200
BdiBd21-3.2G0239000	4.56647527051422e-127	1.51522800134385	0.929	0.484	1.7840305586845e-122	0	BdiBd21-3.2G0239000
BdiBd21-3.2G0639300	5.87685652231816e-127	1.82506461746932	0.374	0.048	2.29597030613926e-122	0	BdiBd21-3.2G0639300
BdiBd21-3.1G0559400	6.27117002951458e-127	1.47637930405988	0.473	0.079	2.45002070713076e-122	0	BdiBd21-3.1G0559400
BdiBd21-3.4G0118900	6.32065768967876e-127	1.42570813161106	0.97	0.604	2.4693545462037e-122	0	BdiBd21-3.4G0118900
BdiBd21-3.1G0822400	7.09195227563208e-127	1.30951545164131	0.98	0.692	2.77068391504394e-122	0	BdiBd21-3.1G0822400
BdiBd21-3.1G0675000	1.61413288120242e-126	1.82373244310617	0.465	0.078	6.3060943402816e-122	0	BdiBd21-3.1G0675000
BdiBd21-3.1G0064700	3.05645771310873e-126	1.35593195044011	0.97	0.672	1.19409689935732e-121	0	BdiBd21-3.1G0064700
BdiBd21-3.1G0268600	3.28932381740937e-126	1.6689271760778	0.834	0.298	1.28507302898549e-121	0	BdiBd21-3.1G0268600
BdiBd21-3.1G0843000	1.085117187364e-125	1.61871501849129	0.82	0.281	4.23933582759366e-121	0	BdiBd21-3.1G0843000
BdiBd21-3.1G0780500	1.15534013716267e-125	1.43478430615369	1	0.864	4.51368284786711e-121	0	BdiBd21-3.1G0780500
BdiBd21-3.3G0566200	1.18728976162269e-125	1.64635896100658	0.863	0.336	4.63850364070754e-121	0	BdiBd21-3.3G0566200
BdiBd21-3.2G0226300	1.73483135432994e-125	1.55345007467086	0.907	0.414	6.77763913509622e-121	0	BdiBd21-3.2G0226300
BdiBd21-3.3G0565500	1.7665020519606e-125	1.2960272951105	0.976	0.742	6.90137021659969e-121	0	BdiBd21-3.3G0565500
BdiBd21-3.2G0462700	2.55207532484961e-125	1.49924637742005	0.774	0.221	9.97044787912247e-121	0	BdiBd21-3.2G0462700
BdiBd21-3.3G0082400	7.13910916355577e-125	1.62530542092907	0.444	0.07	2.78910716801797e-120	0	BdiBd21-3.3G0082400
BdiBd21-3.3G0100100	7.77789365907732e-125	1.54182048037518	0.915	0.409	3.03866749472833e-120	0	BdiBd21-3.3G0100100
BdiBd21-3.3G0223200	8.37736236628111e-125	1.65812463048457	0.954	0.518	3.2728679292587e-120	0	BdiBd21-3.3G0223200
BdiBd21-3.3G0125000	9.67240689187471e-125	1.44788786172138	0.687	0.173	3.77881592451761e-120	0	BdiBd21-3.3G0125000
BdiBd21-3.3G0181900	5.00038998490948e-124	1.28705072532344	0.986	0.741	1.95355235930444e-119	0	BdiBd21-3.3G0181900
BdiBd21-3.1G0048700	5.65293979309358e-124	1.74317136220147	0.345	0.041	2.2084905183658e-119	0	BdiBd21-3.1G0048700
BdiBd21-3.1G0753300	6.05533565253488e-124	1.44445408500751	0.691	0.174	2.36569853273233e-119	0	BdiBd21-3.1G0753300
BdiBd21-3.3G0626200	6.67605980384918e-124	1.54010254677879	0.883	0.372	2.6082030441678e-119	0	BdiBd21-3.3G0626200
BdiBd21-3.4G0325000	1.70833613141305e-123	2.00407003669156	0.414	0.063	6.67412759820449e-119	0	BdiBd21-3.4G0325000
BdiBd21-3.4G0241500	1.91825633417178e-123	1.61207660453605	0.63	0.15	7.49424384634232e-119	0	BdiBd21-3.4G0241500
BdiBd21-3.3G0004400	2.1738596239824e-123	2.0248820683873	0.337	0.04	8.49283477897444e-119	0	BdiBd21-3.3G0004400
BdiBd21-3.2G0260301	3.2747036537314e-123	1.53854375511529	0.81	0.256	1.27936122343978e-118	0	BdiBd21-3.2G0260301
BdiBd21-3.2G0007300	3.34424915027153e-123	1.78189556224397	0.327	0.036	1.30653125802808e-118	0	BdiBd21-3.2G0007300
BdiBd21-3.2G0586800	3.44510146669533e-123	1.19461776208223	0.988	0.719	1.34593224100853e-118	0	BdiBd21-3.2G0586800
BdiBd21-3.1G0045100	6.51144765612996e-123	1.830060555438	0.428	0.068	2.54389237029685e-118	0	BdiBd21-3.1G0045100
BdiBd21-3.2G0134800	6.96311603926745e-123	1.41461022812554	0.937	0.562	2.72035017422101e-118	0	BdiBd21-3.2G0134800
BdiBd21-3.5G0165200	6.98188168473175e-123	1.61913458139751	0.707	0.192	2.727681536591e-118	0	BdiBd21-3.5G0165200
BdiBd21-3.1G0602200	8.91698425011829e-123	1.71204481074538	0.404	0.059	3.48368740683621e-118	0	BdiBd21-3.1G0602200
BdiBd21-3.3G0119400	1.41288341915469e-122	1.49004423931706	0.927	0.505	5.51985294195353e-118	0	BdiBd21-3.3G0119400
BdiBd21-3.1G0734900	2.03985175414754e-122	2.47364133713189	0.309	0.033	7.9692928331036e-118	0	BdiBd21-3.1G0734900
BdiBd21-3.3G0199800	2.14921514283762e-122	1.48746458233275	0.438	0.07	8.39655372003802e-118	0	BdiBd21-3.3G0199800
BdiBd21-3.5G0025500	2.29226484639564e-122	2.37215085388524	0.271	0.023	8.9554203018985e-118	0	BdiBd21-3.5G0025500
BdiBd21-3.4G0052400	2.40992826694376e-122	1.58681108630664	0.475	0.083	9.41510775329588e-118	0	BdiBd21-3.4G0052400
BdiBd21-3.1G0188100	3.28864709553947e-122	1.66818083739264	0.507	0.097	1.28480864728536e-117	0	BdiBd21-3.1G0188100
BdiBd21-3.3G0575700	4.03151180344121e-122	1.4965939314122	0.653	0.16	1.57503103136841e-117	0	BdiBd21-3.3G0575700
BdiBd21-3.2G0137000	5.02896708068005e-122	1.55933174298814	0.838	0.296	1.96471685908008e-117	0	BdiBd21-3.2G0137000
BdiBd21-3.3G0568500	7.31249904789546e-122	1.56831150292398	0.822	0.278	2.8568471280318e-117	0	BdiBd21-3.3G0568500
BdiBd21-3.1G0910800	8.04025529060121e-122	1.52786680359219	0.667	0.17	3.14116693693208e-117	0	BdiBd21-3.1G0910800
BdiBd21-3.2G0641200	1.74589381042668e-121	2.13063505050571	0.311	0.033	6.82085793857494e-117	0	BdiBd21-3.2G0641200
BdiBd21-3.3G0117600	2.39679604874743e-121	1.79655207250597	0.376	0.051	9.36380280324646e-117	0	BdiBd21-3.3G0117600
BdiBd21-3.1G0098000	3.27699246543755e-121	1.45595323833998	0.921	0.453	1.28025541639714e-116	0	BdiBd21-3.1G0098000
BdiBd21-3.2G0277200	4.04011371471247e-121	2.28763709480695	0.277	0.025	1.57839162606387e-116	0	BdiBd21-3.2G0277200
BdiBd21-3.3G0747500	4.77145070505326e-121	1.50788230327483	0.818	0.273	1.86411036145021e-116	0	BdiBd21-3.3G0747500
BdiBd21-3.1G0623700	9.5402990662053e-121	1.34823849215354	0.97	0.68	3.72720403918509e-116	0	BdiBd21-3.1G0623700
BdiBd21-3.1G0893600	3.85293409075266e-120	1.57093995522337	0.402	0.06	1.50526429057525e-115	0	BdiBd21-3.1G0893600
BdiBd21-3.4G0524000	4.61918885127599e-120	1.95946453461344	0.329	0.038	1.80462470041651e-115	0	BdiBd21-3.4G0524000
BdiBd21-3.1G0179200	6.44836843741008e-120	2.20059018801388	0.386	0.057	2.51924858112737e-115	0	BdiBd21-3.1G0179200
BdiBd21-3.2G0065200	6.70170093271953e-120	1.5936412494853	0.457	0.077	2.61822052039487e-115	0	BdiBd21-3.2G0065200
BdiBd21-3.3G0097300	9.05258541420693e-120	2.13466441827255	0.301	0.032	3.53666406962236e-115	0	BdiBd21-3.3G0097300
BdiBd21-3.5G0141000	1.96651314060346e-119	1.34492718503107	0.566	0.12	7.6827735377096e-115	0	BdiBd21-3.5G0141000
BdiBd21-3.3G0776500	2.41675040684741e-119	1.4274342309418	0.554	0.114	9.44176048947148e-115	0	BdiBd21-3.3G0776500
BdiBd21-3.1G0980200	2.47004135762684e-119	1.56968855476133	0.43	0.07	9.64995757597654e-115	0	BdiBd21-3.1G0980200
BdiBd21-3.2G0314700	2.5791558048279e-119	1.46942244066623	0.945	0.574	1.00762458983016e-114	0	BdiBd21-3.2G0314700
BdiBd21-3.3G0792300	4.25641083632507e-119	1.43096171724103	0.943	0.508	1.66289458553548e-114	0	BdiBd21-3.3G0792300
BdiBd21-3.1G0113000	4.91892647751246e-119	1.53359278472717	0.909	0.468	1.92172619623457e-114	0	BdiBd21-3.1G0113000
BdiBd21-3.5G0083600	9.40299154689322e-119	2.73694442736045	0.228	0.015	3.67356073754024e-114	0	BdiBd21-3.5G0083600
BdiBd21-3.3G0274800	1.36649786589362e-118	1.51852687448478	0.848	0.307	5.33863386247318e-114	0	BdiBd21-3.3G0274800
BdiBd21-3.2G0186800	1.91928083134238e-118	1.54747723970641	0.921	0.459	7.49824635188842e-114	0	BdiBd21-3.2G0186800
BdiBd21-3.1G0277200	1.95429758278701e-118	1.5985639108883	0.911	0.411	7.63504979643228e-114	0	BdiBd21-3.1G0277200
BdiBd21-3.2G0163800	5.68283112250215e-118	1.54519442257652	0.879	0.375	2.22016846293914e-113	0	BdiBd21-3.2G0163800
BdiBd21-3.2G0363300	6.48486831783471e-118	1.49767673713307	0.586	0.132	2.53350835441167e-113	0	BdiBd21-3.2G0363300
BdiBd21-3.2G0250700	9.66657722034013e-118	1.44444563212107	0.479	0.088	3.77653838844248e-113	0	BdiBd21-3.2G0250700
BdiBd21-3.4G0102500	1.96562934185608e-117	1.75226719922723	0.386	0.057	7.67932071276332e-113	0	BdiBd21-3.4G0102500
BdiBd21-3.2G0597800	2.05673102242721e-117	1.73181713434071	0.501	0.099	8.03523675841863e-113	0	BdiBd21-3.2G0597800
BdiBd21-3.2G0378800	2.45358984261309e-117	1.30817809687092	0.978	0.709	9.58568479712082e-113	0	BdiBd21-3.2G0378800
BdiBd21-3.2G0611000	5.19725101031516e-117	1.36161777545553	0.954	0.612	2.03046202470993e-112	0	BdiBd21-3.2G0611000
BdiBd21-3.4G0478800	6.34552106445926e-117	1.46140057948176	0.84	0.303	2.47906816946294e-112	0	BdiBd21-3.4G0478800
BdiBd21-3.2G0480100	1.02440693024185e-116	1.86339525992535	0.408	0.065	4.00215299506884e-112	0	BdiBd21-3.2G0480100
BdiBd21-3.3G0189650	1.1554494264781e-116	1.30545023786567	0.976	0.696	4.51410981936463e-112	0	BdiBd21-3.3G0189650
BdiBd21-3.3G0006900	1.21404615562539e-116	1.43883840832279	0.943	0.561	4.74303552079726e-112	0	BdiBd21-3.3G0006900
BdiBd21-3.2G0121700	1.23075799902461e-116	1.53552262125612	0.614	0.148	4.80832535058933e-112	0	BdiBd21-3.2G0121700
BdiBd21-3.2G0224000	1.77847242278398e-116	1.42939838596415	0.947	0.584	6.94813606133244e-112	0	BdiBd21-3.2G0224000
BdiBd21-3.1G0206000	1.8032559841846e-116	1.5077889772087	0.632	0.157	7.0449604790124e-112	0	BdiBd21-3.1G0206000
BdiBd21-3.4G0602900	2.48298172189723e-116	1.41779192535857	0.485	0.091	9.70051299110808e-112	0	BdiBd21-3.4G0602900
BdiBd21-3.3G0169200	4.05529691007542e-116	1.55519043883652	0.788	0.262	1.58432339682827e-111	0	BdiBd21-3.3G0169200
BdiBd21-3.1G0193200	4.43942792285779e-116	1.3873286119145	0.507	0.099	1.73439570090208e-111	0	BdiBd21-3.1G0193200
BdiBd21-3.1G0265700	1.10958261576724e-115	1.38285750387608	0.543	0.113	4.33491736327945e-111	0	BdiBd21-3.1G0265700
BdiBd21-3.1G0321600	1.45799095704021e-115	1.42149243661023	0.541	0.114	5.69607907096467e-111	0	BdiBd21-3.1G0321600
BdiBd21-3.2G0647800	3.13451808095311e-115	2.2648484596832	0.307	0.035	1.22459352386676e-110	0	BdiBd21-3.2G0647800
BdiBd21-3.2G0344500	3.44925019738339e-115	1.45827842680462	0.709	0.202	1.34755306711374e-110	0	BdiBd21-3.2G0344500
BdiBd21-3.3G0232300	7.56321340144452e-115	1.49620712998555	0.778	0.247	2.95479621167635e-110	0	BdiBd21-3.3G0232300
BdiBd21-3.3G0285900	8.60390505370531e-115	1.248663844345	0.418	0.067	3.36137362638159e-110	0	BdiBd21-3.3G0285900
BdiBd21-3.5G0020600	2.48689834023039e-114	1.40169192531142	0.499	0.096	9.7158144356121e-110	0	BdiBd21-3.5G0020600
BdiBd21-3.2G0506200	2.61879530039935e-114	1.407827549164	0.681	0.182	1.02311094796002e-109	0	BdiBd21-3.2G0506200
BdiBd21-3.3G0094600	3.0304023695789e-114	1.2803136930283	0.689	0.18	1.18391759774708e-109	0	BdiBd21-3.3G0094600
BdiBd21-3.1G0199400	4.00430018413679e-114	1.97574160185926	0.295	0.032	1.56439999593856e-109	0	BdiBd21-3.1G0199400
BdiBd21-3.3G0694600	4.51301528991132e-114	1.93843458367791	0.331	0.043	1.76314481346256e-109	0	BdiBd21-3.3G0694600
BdiBd21-3.1G0969501	5.23065008356302e-114	2.09943762404901	0.281	0.029	2.0435103746464e-109	0	BdiBd21-3.1G0969501
BdiBd21-3.4G0017700	6.72460480545799e-114	1.39872916848465	0.836	0.294	2.62716860539633e-109	0	BdiBd21-3.4G0017700
BdiBd21-3.1G0245100	7.12071963303617e-114	1.5314634915504	0.659	0.175	2.78192274623457e-109	0	BdiBd21-3.1G0245100
BdiBd21-3.4G0363900	1.17387513846832e-113	1.94443885869759	0.358	0.05	4.58609539096804e-109	0	BdiBd21-3.4G0363900
BdiBd21-3.2G0698300	1.56174934456517e-113	1.48812616334011	0.848	0.323	6.10144233934721e-109	0	BdiBd21-3.2G0698300
BdiBd21-3.2G0143600	2.19695141540643e-113	1.42298138096717	0.444	0.078	8.58304978970983e-109	0	BdiBd21-3.2G0143600
BdiBd21-3.3G0116900	3.48363194462047e-113	1.38796136968024	0.923	0.477	1.36098532812432e-108	0	BdiBd21-3.3G0116900
BdiBd21-3.5G0288800	3.56058249961251e-113	1.44462634213785	0.479	0.091	1.39104837094861e-108	0	BdiBd21-3.5G0288800
BdiBd21-3.2G0551300	1.0410947250415e-112	1.49444279072788	0.701	0.199	4.06734887179213e-108	0	BdiBd21-3.2G0551300
BdiBd21-3.1G0993200	1.05949352411236e-112	1.80792383126643	0.319	0.039	4.13922930000218e-108	0	BdiBd21-3.1G0993200
BdiBd21-3.3G0014400	1.53261760804787e-112	1.34673717358225	0.939	0.507	5.98763047112142e-108	0	BdiBd21-3.3G0014400
BdiBd21-3.3G0137900	2.04071564562688e-112	1.29097461613154	0.598	0.139	7.97266788433511e-108	0	BdiBd21-3.3G0137900
BdiBd21-3.1G0813400	2.26816856705798e-112	1.39063748444702	0.917	0.487	8.86128095778211e-108	0	BdiBd21-3.1G0813400
BdiBd21-3.2G0234500	2.27375092068138e-112	1.38165393154594	0.547	0.119	8.88309009691801e-108	0	BdiBd21-3.2G0234500
